No, norma, norm_delta_time, elapsed_time
0, 44.9576, 0.000371594, 0
1, 0.703368, 0.000371594, 0.000371594
2, 0.703368, 0.000371594, 0.000371594
3, 0.686306, 0.000371973, 0.000743567
4, 0.671296, 0.000372402, 0.00111597
5, 0.658176, 0.000372874, 0.00148884
6, 0.646582, 0.000373383, 0.00186223
7, 0.636103, 0.00037392, 0.00223615
8, 0.626399, 0.000374477, 0.00261062
9, 0.61726, 0.000375048, 0.00298567
10, 0.608603, 0.000375631, 0.0033613
11, 0.599605, 0.00037571, 0.00373701
12, 0.5909, 0.000375644, 0.00411266
13, 0.582861, 0.000375658, 0.00448831
14, 0.575453, 0.000375747, 0.00486406
15, 0.568617, 0.000375903, 0.00523996
16, 0.562283, 0.000376119, 0.00561608
17, 0.556378, 0.000376388, 0.00599247
18, 0.550832, 0.000376702, 0.00636917
19, 0.54559, 0.000377055, 0.00674623
20, 0.540622, 0.000377439, 0.00712367
21, 0.53591, 0.00037785, 0.00750152
22, 0.531439, 0.000378286, 0.0078798
23, 0.527193, 0.000378743, 0.00825854
24, 0.523153, 0.000379219, 0.00863776
25, 0.519299, 0.000379714, 0.00901748
26, 0.515611, 0.000380225, 0.0093977
27, 0.512077, 0.000380752, 0.00977845
28, 0.508686, 0.000381293, 0.0101597
29, 0.50543, 0.000381847, 0.0105416
30, 0.502303, 0.000382414, 0.010924
31, 0.499297, 0.000382992, 0.011307
32, 0.496404, 0.000383581, 0.0116906
33, 0.493553, 0.000384132, 0.0120747
34, 0.490397, 0.000384378, 0.0124591
35, 0.487366, 0.000384655, 0.0128437
36, 0.484453, 0.00038496, 0.0132287
37, 0.481651, 0.000385292, 0.013614
38, 0.478954, 0.000385648, 0.0139996
39, 0.476357, 0.000386027, 0.0143857
40, 0.473855, 0.000386427, 0.0147721
41, 0.471439, 0.000386846, 0.0151589
42, 0.469105, 0.000387283, 0.0155462
43, 0.466844, 0.000387737, 0.015934
44, 0.464654, 0.000388206, 0.0163222
45, 0.46253, 0.00038869, 0.0167109
46, 0.460258, 0.000389009, 0.0170999
47, 0.457957, 0.000389261, 0.0174891
48, 0.455736, 0.000389538, 0.0178787
49, 0.45359, 0.000389838, 0.0182685
50, 0.451513, 0.00039016, 0.0186587
51, 0.449501, 0.000390503, 0.0190492
52, 0.447549, 0.000390865, 0.01944
53, 0.445653, 0.000391244, 0.0198313
54, 0.443811, 0.00039164, 0.0202229
55, 0.44202, 0.000392051, 0.020615
56, 0.44028, 0.000392477, 0.0210074
57, 0.43846, 0.000392802, 0.0214003
58, 0.436585, 0.000393048, 0.0217933
59, 0.434767, 0.000393315, 0.0221866
60, 0.433002, 0.000393604, 0.0225802
61, 0.431287, 0.000393912, 0.0229741
62, 0.429618, 0.000394238, 0.0233684
63, 0.427994, 0.000394581, 0.0237629
64, 0.426413, 0.00039494, 0.0241579
65, 0.424873, 0.000395314, 0.0245532
66, 0.423374, 0.000395703, 0.0249489
67, 0.421912, 0.000396104, 0.025345
68, 0.420386, 0.000396423, 0.0257414
69, 0.418812, 0.000396676, 0.0261381
70, 0.41728, 0.000396948, 0.0265351
71, 0.415788, 0.000397239, 0.0269323
72, 0.414334, 0.000397546, 0.0273298
73, 0.412917, 0.00039787, 0.0277277
74, 0.411536, 0.000398209, 0.0281259
75, 0.410189, 0.000398563, 0.0285245
76, 0.408874, 0.000398929, 0.0289234
77, 0.407589, 0.000399309, 0.0293227
78, 0.406228, 0.000399596, 0.0297223
79, 0.404845, 0.000399844, 0.0301222
80, 0.403497, 0.000400111, 0.0305223
81, 0.402182, 0.000400395, 0.0309227
82, 0.4009, 0.000400696, 0.0313234
83, 0.399649, 0.000401012, 0.0317244
84, 0.398428, 0.000401343, 0.0321257
85, 0.397235, 0.000401686, 0.0325274
86, 0.396069, 0.000402043, 0.0329294
87, 0.394813, 0.000402294, 0.0333317
88, 0.393552, 0.000402524, 0.0337343
89, 0.392322, 0.000402774, 0.034137
90, 0.391124, 0.000403042, 0.0345401
91, 0.389954, 0.000403327, 0.0349434
92, 0.388813, 0.000403627, 0.035347
93, 0.387698, 0.000403942, 0.035751
94, 0.386609, 0.00040427, 0.0361552
95, 0.385513, 0.000404579, 0.0365598
96, 0.384318, 0.000404771, 0.0369646
97, 0.383156, 0.000404985, 0.0373696
98, 0.382025, 0.00040522, 0.0377748
99, 0.380922, 0.000405474, 0.0381803
100, 0.379847, 0.000405745, 0.038586
101, 0.378798, 0.000406033, 0.0389921
102, 0.377773, 0.000406335, 0.0393984
103, 0.376772, 0.000406652, 0.039805
104, 0.375703, 0.000406885, 0.0402119
105, 0.374591, 0.000407058, 0.040619
106, 0.373511, 0.000407255, 0.0410262
107, 0.37246, 0.000407474, 0.0414337
108, 0.371438, 0.000407714, 0.0418414
109, 0.370441, 0.000407972, 0.0422494
110, 0.369469, 0.000408247, 0.0426576
111, 0.36852, 0.000408538, 0.0430662
112, 0.367593, 0.000408844, 0.043475
113, 0.366576, 0.00040904, 0.0438841
114, 0.36553, 0.000409192, 0.0442933
115, 0.364517, 0.00040937, 0.0447026
116, 0.363532, 0.000409572, 0.0451122
117, 0.362575, 0.000409795, 0.045522
118, 0.361643, 0.000410037, 0.045932
119, 0.360735, 0.000410299, 0.0463423
120, 0.359849, 0.000410577, 0.0467529
121, 0.358985, 0.000410872, 0.0471638
122, 0.358052, 0.000411079, 0.0475749
123, 0.35706, 0.000411207, 0.0479861
124, 0.356099, 0.000411363, 0.0483974
125, 0.355168, 0.000411544, 0.048809
126, 0.354264, 0.000411748, 0.0492207
127, 0.353385, 0.000411974, 0.0496327
128, 0.35253, 0.000412219, 0.0500449
129, 0.351697, 0.000412483, 0.0504574
130, 0.350884, 0.000412764, 0.0508702
131, 0.350068, 0.000413031, 0.0512832
132, 0.349117, 0.000413132, 0.0516963
133, 0.348199, 0.000413263, 0.0521096
134, 0.34731, 0.00041342, 0.052523
135, 0.346449, 0.000413603, 0.0529366
136, 0.345613, 0.000413808, 0.0533504
137, 0.344801, 0.000414035, 0.0537645
138, 0.344012, 0.000414282, 0.0541787
139, 0.343242, 0.000414546, 0.0545933
140, 0.342493, 0.000414828, 0.0550081
141, 0.341653, 0.000414992, 0.0554231
142, 0.340767, 0.000415094, 0.0558382
143, 0.339912, 0.000415224, 0.0562534
144, 0.339085, 0.000415382, 0.0566688
145, 0.338284, 0.000415564, 0.0570844
146, 0.337507, 0.00041577, 0.0575001
147, 0.336752, 0.000415996, 0.0579161
148, 0.336018, 0.000416243, 0.0583324
149, 0.335304, 0.000416507, 0.0587489
150, 0.334609, 0.000416789, 0.0591657
151, 0.333763, 0.000416877, 0.0595825
152, 0.332934, 0.000416977, 0.0599995
153, 0.332133, 0.000417106, 0.0604166
154, 0.331359, 0.000417262, 0.0608339
155, 0.33061, 0.000417443, 0.0612513
156, 0.329883, 0.000417647, 0.061669
157, 0.329178, 0.000417873, 0.0620869
158, 0.328493, 0.000418118, 0.062505
159, 0.327827, 0.000418381, 0.0629234
160, 0.327153, 0.00041863, 0.063342
161, 0.326342, 0.000418696, 0.0637607
162, 0.325561, 0.000418794, 0.0641795
163, 0.324808, 0.00041892, 0.0645984
164, 0.32408, 0.000419074, 0.0650175
165, 0.323375, 0.000419252, 0.0654367
166, 0.322693, 0.000419454, 0.0658562
167, 0.32203, 0.000419676, 0.0662759
168, 0.321387, 0.000419919, 0.0666958
169, 0.320762, 0.00042018, 0.0671159
170, 0.320108, 0.000420397, 0.0675363
171, 0.319341, 0.00042046, 0.0679568
172, 0.318602, 0.000420553, 0.0683774
173, 0.317889, 0.000420676, 0.068798
174, 0.317201, 0.000420826, 0.0692189
175, 0.316536, 0.000421001, 0.0696399
176, 0.315892, 0.000421198, 0.0700611
177, 0.315267, 0.000421417, 0.0704825
178, 0.314661, 0.000421656, 0.0709041
179, 0.314072, 0.000421913, 0.071326
180, 0.313448, 0.000422118, 0.0717482
181, 0.312718, 0.000422176, 0.0721703
182, 0.312016, 0.000422265, 0.0725926
183, 0.31134, 0.000422382, 0.073015
184, 0.310687, 0.000422527, 0.0734375
185, 0.310056, 0.000422697, 0.0738602
186, 0.309445, 0.00042289, 0.0742831
187, 0.308853, 0.000423104, 0.0747062
188, 0.308279, 0.000423338, 0.0751295
189, 0.307722, 0.000423591, 0.0755531
190, 0.307136, 0.000423799, 0.0759769
191, 0.306439, 0.000423851, 0.0764008
192, 0.30577, 0.000423933, 0.0768247
193, 0.305125, 0.000424045, 0.0772488
194, 0.304503, 0.000424184, 0.0776729
195, 0.303902, 0.000424348, 0.0780973
196, 0.303321, 0.000424535, 0.0785218
197, 0.302758, 0.000424744, 0.0789466
198, 0.302212, 0.000424972, 0.0793715
199, 0.301683, 0.00042522, 0.0797968
200, 0.301141, 0.000425446, 0.0802222
