No, norma, norm_delta_time, elapsed_time
218, 0.471605, 0.00354571, 0.750946
219, 0.471507, 0.00354626, 0.754492
220, 0.472339, 0.00354768, 0.75804
221, 0.474227, 0.00354798, 0.761588
222, 0.477906, 0.003549, 0.765137
223, 0.483822, 0.00355005, 0.768687
224, 0.492395, 0.00355075, 0.772237
225, 0.504026, 0.00355238, 0.77579
226, 0.518215, 0.00355294, 0.779343
227, 0.534417, 0.00355434, 0.782897
228, 0.551136, 0.00355566, 0.786453
229, 0.566678, 0.00355702, 0.79001
230, 0.579425, 0.00355909, 0.793569
231, 0.587846, 0.0035609, 0.79713
232, 0.591335, 0.00356393, 0.800694
233, 0.589597, 0.00356762, 0.804261
234, 0.583009, 0.00357228, 0.807834
235, 0.572429, 0.0035788, 0.811412
236, 0.558792, 0.0035871, 0.815
237, 0.543121, 0.00359718, 0.818597
238, 0.52641, 0.00360914, 0.822206
239, 0.50955, 0.00362312, 0.825829
240, 0.493099, 0.00363794, 0.829467
241, 0.477613, 0.00365357, 0.83312
242, 0.463623, 0.00367119, 0.836792
243, 0.451143, 0.00368906, 0.840481
244, 0.440319, 0.00370751, 0.844188
245, 0.431279, 0.00372764, 0.847916
246, 0.423627, 0.00374663, 0.851662
247, 0.417616, 0.00376781, 0.85543
248, 0.4127, 0.00378761, 0.859218
249, 0.409064, 0.00380918, 0.863027
250, 0.406261, 0.00382987, 0.866857
251, 0.40437, 0.0038518, 0.870709
252, 0.403056, 0.00387306, 0.874582
253, 0.402378, 0.00389535, 0.878477
254, 0.402057, 0.00391694, 0.882394
255, 0.402192, 0.0039396, 0.886334
256, 0.402506, 0.00396132, 0.890295
257, 0.403177, 0.0039844, 0.894279
258, 0.40388, 0.00400607, 0.898285
259, 0.404909, 0.00402962, 0.902315
260, 0.405839, 0.00405113, 0.906366
261, 0.407037, 0.00407446, 0.910441
262, 0.408172, 0.00409649, 0.914537
263, 0.409457, 0.00411958, 0.918657
264, 0.410734, 0.00414222, 0.922799
265, 0.412072, 0.0041651, 0.926964
266, 0.413467, 0.00418848, 0.931153
267, 0.41481, 0.00421121, 0.935364
268, 0.416328, 0.00423547, 0.939599
269, 0.417683, 0.0042582, 0.943857
270, 0.419233, 0.00428297, 0.94814
271, 0.420675, 0.00430638, 0.952447
272, 0.422265, 0.00433155, 0.956778
273, 0.423782, 0.00435617, 0.961135
274, 0.425441, 0.00438195, 0.965516
275, 0.427097, 0.004408, 0.969924
276, 0.428774, 0.0044346, 0.974359
277, 0.430595, 0.00446235, 0.978821
278, 0.432378, 0.00448997, 0.983311
279, 0.434316, 0.00451974, 0.987831
280, 0.435401, 0.00454026, 0.992371
281, 0.434155, 0.00453614, 0.996908
282, 0.432747, 0.00453063, 1.00144
283, 0.431521, 0.0045266, 1.00596
284, 0.430214, 0.00452104, 1.01049
285, 0.428982, 0.00451663, 1.015
286, 0.427669, 0.0045113, 1.01951
287, 0.42646, 0.00450631, 1.02402
288, 0.425236, 0.00450131, 1.02852
289, 0.423924, 0.00449565, 1.03302
290, 0.422735, 0.00449066, 1.03751
291, 0.421473, 0.00448469, 1.04199
292, 0.420186, 0.00447894, 1.04647
293, 0.41896, 0.00447347, 1.05094
294, 0.417692, 0.00446704, 1.05541
295, 0.41644, 0.00446131, 1.05987
296, 0.415149, 0.00445511, 1.06433
297, 0.413913, 0.00444886, 1.06878
298, 0.412703, 0.00444328, 1.07322
299, 0.411379, 0.00443667, 1.07766
300, 0.410203, 0.0044311, 1.08209
301, 0.40896, 0.00442488, 1.08651
302, 0.407727, 0.0044192, 1.09093
303, 0.406541, 0.00441362, 1.09535
304, 0.405368, 0.00440801, 1.09975
305, 0.404207, 0.00440304, 1.10416
306, 0.403024, 0.00439763, 1.10855
307, 0.401964, 0.00439322, 1.11295
308, 0.400804, 0.00438816, 1.11734
309, 0.399746, 0.00438427, 1.12172
310, 0.398661, 0.00437967, 1.1261
311, 0.397659, 0.00437624, 1.13048
312, 0.39658, 0.0043722, 1.13485
313, 0.395623, 0.00436919, 1.13922
314, 0.39463, 0.00436577, 1.14358
315, 0.393677, 0.00436313, 1.14795
316, 0.392727, 0.00436038, 1.15231
317, 0.391831, 0.00435806, 1.15666
318, 0.390938, 0.004356, 1.16102
319, 0.390041, 0.00435396, 1.16537
320, 0.389217, 0.00435259, 1.16973
321, 0.388357, 0.0043508, 1.17408
322, 0.387573, 0.00435004, 1.17843
323, 0.386723, 0.0043485, 1.18278
324, 0.385965, 0.0043479, 1.18712
325, 0.385178, 0.004347, 1.19147
326, 0.384421, 0.00434653, 1.19582
327, 0.38368, 0.00434621, 1.20016
328, 0.382939, 0.00434585, 1.20451
329, 0.382248, 0.00434604, 1.20886
330, 0.381513, 0.00434576, 1.2132
331, 0.380841, 0.0043462, 1.21755
332, 0.380132, 0.00434618, 1.22189
333, 0.379468, 0.00434666, 1.22624
334, 0.378794, 0.004347, 1.23059
335, 0.378137, 0.00434751, 1.23494
336, 0.37749, 0.00434812, 1.23928
337, 0.376842, 0.00434867, 1.24363
338, 0.376214, 0.00434943, 1.24798
339, 0.375577, 0.00435003, 1.25233
340, 0.374963, 0.00435085, 1.25668
341, 0.374339, 0.0043515, 1.26103
342, 0.373732, 0.00435228, 1.26539
343, 0.373125, 0.004353, 1.26974
344, 0.372519, 0.00435365, 1.27409
345, 0.37193, 0.00435443, 1.27845
346, 0.371321, 0.00435487, 1.2828
347, 0.370718, 0.00435531, 1.28716
348, 0.370115, 0.00435562, 1.29151
349, 0.3695, 0.00435569, 1.29587
350, 0.368866, 0.0043554, 1.30022
351, 0.368205, 0.00435467, 1.30458
352, 0.367511, 0.00435342, 1.30893
353, 0.366767, 0.00435141, 1.31328
354, 0.365975, 0.0043487, 1.31763
355, 0.365146, 0.00434539, 1.32198
356, 0.364283, 0.00434152, 1.32632
357, 0.363391, 0.00433715, 1.33066
358, 0.362476, 0.00433236, 1.33499
359, 0.361545, 0.00432726, 1.33932
360, 0.360608, 0.00432195, 1.34364
361, 0.359632, 0.00431607, 1.34795
362, 0.358641, 0.00430992, 1.35226
363, 0.357654, 0.00430376, 1.35657
364, 0.356682, 0.00429773, 1.36087
365, 0.355708, 0.00429166, 1.36516
366, 0.354688, 0.00428504, 1.36944
367, 0.353693, 0.00427876, 1.37372
368, 0.352732, 0.00427297, 1.37799
369, 0.351714, 0.00426658, 1.38226
370, 0.350707, 0.00426045, 1.38652
371, 0.349743, 0.004255, 1.39078
372, 0.348729, 0.0042491, 1.39503
373, 0.347718, 0.00424346, 1.39927
374, 0.34676, 0.00423866, 1.40351
375, 0.345727, 0.00423319, 1.40774
376, 0.344724, 0.00422832, 1.41197
377, 0.34376, 0.00422417, 1.41619
378, 0.342717, 0.00421928, 1.42041
379, 0.341737, 0.00421538, 1.42463
380, 0.340743, 0.0042115, 1.42884
381, 0.339741, 0.00420763, 1.43305
382, 0.33882, 0.00420481, 1.43725
383, 0.337835, 0.00420109, 1.44145
384, 0.33695, 0.00419831, 1.44565
385, 0.336125, 0.00419567, 1.44985
386, 0.335375, 0.00419294, 1.45404
387, 0.334843, 0.00419125, 1.45823
388, 0.334438, 0.00418859, 1.46242
389, 0.334412, 0.00418692, 1.46661
390, 0.334808, 0.00418518, 1.47079
391, 0.3358, 0.00418351, 1.47498
392, 0.337628, 0.00418258, 1.47916
393, 0.34038, 0.00418093, 1.48334
394, 0.344383, 0.00418025, 1.48752
395, 0.349655, 0.00417909, 1.4917
396, 0.356301, 0.0041784, 1.49588
397, 0.364171, 0.00417793, 1.50005
