No, norma, norm_delta_time, elapsed_time
0, 49.1306, 0.000185797, 0
1, 0.703467, 0.000185797, 0.000185797
2, 0.703467, 0.000185797, 0.000185797
3, 0.686331, 0.000185988, 0.000371785
4, 0.671257, 0.000186203, 0.000557988
5, 0.658081, 0.00018644, 0.000744428
6, 0.646437, 0.000186695, 0.000931123
7, 0.635915, 0.000186964, 0.00111809
8, 0.626174, 0.000187243, 0.00130533
9, 0.617007, 0.000187529, 0.00149286
10, 0.608328, 0.000187821, 0.00168068
11, 0.599376, 0.00018788, 0.00186856
12, 0.590659, 0.000187849, 0.00205641
13, 0.582608, 0.000187857, 0.00224427
14, 0.575188, 0.000187903, 0.00243217
15, 0.568341, 0.000187982, 0.00262015
16, 0.561997, 0.000188091, 0.00280824
17, 0.556082, 0.000188226, 0.00299647
18, 0.550525, 0.000188383, 0.00318485
19, 0.545274, 0.000188559, 0.00337341
20, 0.540298, 0.000188751, 0.00356216
21, 0.535578, 0.000188957, 0.00375112
22, 0.5311, 0.000189175, 0.00394029
23, 0.526847, 0.000189403, 0.0041297
24, 0.5228, 0.000189642, 0.00431934
25, 0.518939, 0.000189889, 0.00450923
26, 0.515246, 0.000190145, 0.00469937
27, 0.511706, 0.000190408, 0.00488978
28, 0.508309, 0.000190679, 0.00508046
29, 0.505048, 0.000190956, 0.00527141
30, 0.501915, 0.000191239, 0.00546265
31, 0.498904, 0.000191528, 0.00565418
32, 0.496005, 0.000191823, 0.005846
33, 0.49315, 0.000192099, 0.0060381
34, 0.48999, 0.000192222, 0.00623032
35, 0.486957, 0.000192361, 0.00642269
36, 0.48404, 0.000192514, 0.0066152
37, 0.481235, 0.00019268, 0.00680788
38, 0.478535, 0.000192859, 0.00700074
39, 0.475935, 0.000193048, 0.00719379
40, 0.47343, 0.000193249, 0.00738704
41, 0.471011, 0.000193458, 0.00758049
42, 0.468673, 0.000193677, 0.00777417
43, 0.466409, 0.000193904, 0.00796808
44, 0.464216, 0.000194139, 0.00816221
45, 0.462089, 0.000194381, 0.0083566
46, 0.459782, 0.000194527, 0.00855112
47, 0.45748, 0.000194653, 0.00874578
48, 0.455258, 0.000194792, 0.00894057
49, 0.453111, 0.000194943, 0.00913551
50, 0.451033, 0.000195105, 0.00933062
51, 0.449019, 0.000195277, 0.00952589
52, 0.447066, 0.000195458, 0.00972135
53, 0.445169, 0.000195648, 0.009917
54, 0.443326, 0.000195847, 0.0101128
55, 0.441535, 0.000196053, 0.0103089
56, 0.439793, 0.000196267, 0.0105052
57, 0.437939, 0.000196414, 0.0107016
58, 0.436063, 0.000196538, 0.0108981
59, 0.434244, 0.000196672, 0.0110948
60, 0.432479, 0.000196817, 0.0112916
61, 0.430763, 0.000196971, 0.0114886
62, 0.429095, 0.000197135, 0.0116857
63, 0.42747, 0.000197307, 0.011883
64, 0.425889, 0.000197487, 0.0120805
65, 0.42435, 0.000197675, 0.0122782
66, 0.42285, 0.00019787, 0.0124761
67, 0.421388, 0.000198071, 0.0126741
68, 0.419837, 0.000198219, 0.0128723
69, 0.418262, 0.000198346, 0.0130707
70, 0.41673, 0.000198482, 0.0132692
71, 0.415238, 0.000198628, 0.0134678
72, 0.413784, 0.000198782, 0.0136666
73, 0.412367, 0.000198945, 0.0138655
74, 0.410986, 0.000199115, 0.0140646
75, 0.409638, 0.000199292, 0.0142639
76, 0.408323, 0.000199476, 0.0144634
77, 0.407039, 0.000199666, 0.0146631
78, 0.405663, 0.000199802, 0.0148629
79, 0.404279, 0.000199927, 0.0150628
80, 0.40293, 0.00020006, 0.0152629
81, 0.401616, 0.000200203, 0.0154631
82, 0.400333, 0.000200353, 0.0156634
83, 0.399082, 0.000200512, 0.0158639
84, 0.397861, 0.000200677, 0.0160646
85, 0.396668, 0.000200849, 0.0162655
86, 0.395502, 0.000201028, 0.0164665
87, 0.394239, 0.00020115, 0.0166676
88, 0.392977, 0.000201265, 0.0168689
89, 0.391747, 0.00020139, 0.0170703
90, 0.390548, 0.000201524, 0.0172718
91, 0.389378, 0.000201667, 0.0174735
92, 0.388236, 0.000201817, 0.0176753
93, 0.387121, 0.000201974, 0.0178773
94, 0.386032, 0.000202139, 0.0180794
95, 0.384935, 0.000202293, 0.0182817
96, 0.383739, 0.000202389, 0.0184841
97, 0.382577, 0.000202496, 0.0186866
98, 0.381445, 0.000202613, 0.0188892
99, 0.380342, 0.00020274, 0.0190919
100, 0.379266, 0.000202875, 0.0192948
101, 0.378216, 0.000203019, 0.0194978
102, 0.377191, 0.00020317, 0.019701
103, 0.37619, 0.000203329, 0.0199043
104, 0.375125, 0.000203447, 0.0201078
105, 0.374012, 0.000203533, 0.0203113
106, 0.37293, 0.000203632, 0.0205149
107, 0.371879, 0.000203741, 0.0207187
108, 0.370855, 0.00020386, 0.0209225
109, 0.369858, 0.000203989, 0.0211265
110, 0.368885, 0.000204126, 0.0213307
111, 0.367935, 0.000204271, 0.0215349
112, 0.367008, 0.000204424, 0.0217394
113, 0.365999, 0.000204526, 0.0219439
114, 0.364952, 0.000204602, 0.0221485
115, 0.363937, 0.00020469, 0.0223532
116, 0.362951, 0.000204791, 0.022558
117, 0.361993, 0.000204902, 0.0227629
118, 0.36106, 0.000205023, 0.0229679
119, 0.360151, 0.000205153, 0.023173
120, 0.359265, 0.000205292, 0.0233783
121, 0.3584, 0.000205439, 0.0235838
122, 0.357477, 0.000205548, 0.0237893
123, 0.356483, 0.000205611, 0.0239949
124, 0.355521, 0.000205689, 0.0242006
125, 0.354589, 0.000205778, 0.0244064
126, 0.353683, 0.00020588, 0.0246123
127, 0.352804, 0.000205992, 0.0248183
128, 0.351947, 0.000206114, 0.0250244
129, 0.351113, 0.000206246, 0.0252306
130, 0.3503, 0.000206386, 0.025437
131, 0.349495, 0.000206526, 0.0256435
132, 0.348543, 0.000206576, 0.0258501
133, 0.347623, 0.00020664, 0.0260568
134, 0.346733, 0.000206718, 0.0262635
135, 0.345871, 0.000206809, 0.0264703
136, 0.345035, 0.000206911, 0.0266772
137, 0.344222, 0.000207024, 0.0268842
138, 0.343431, 0.000207147, 0.0270914
139, 0.342661, 0.000207279, 0.0272986
140, 0.341911, 0.000207419, 0.0275061
141, 0.341082, 0.000207508, 0.0277136
142, 0.340195, 0.000207558, 0.0279211
143, 0.339339, 0.000207622, 0.0281288
144, 0.33851, 0.000207701, 0.0283365
145, 0.337708, 0.000207791, 0.0285442
146, 0.33693, 0.000207893, 0.0287521
147, 0.336175, 0.000208006, 0.0289601
148, 0.33544, 0.000208128, 0.0291683
149, 0.334725, 0.00020826, 0.0293765
150, 0.334029, 0.0002084, 0.0295849
151, 0.333195, 0.000208452, 0.0297934
152, 0.332364, 0.000208501, 0.0300019
153, 0.331562, 0.000208565, 0.0302105
154, 0.330787, 0.000208642, 0.0304191
155, 0.330037, 0.000208732, 0.0306278
156, 0.329309, 0.000208833, 0.0308367
157, 0.328603, 0.000208945, 0.0310456
158, 0.327917, 0.000209067, 0.0312547
159, 0.32725, 0.000209198, 0.0314639
160, 0.326589, 0.000209331, 0.0316732
161, 0.325777, 0.000209363, 0.0318826
162, 0.324994, 0.000209411, 0.032092
163, 0.32424, 0.000209473, 0.0323014
164, 0.323511, 0.000209549, 0.032511
165, 0.322805, 0.000209638, 0.0327206
166, 0.322121, 0.000209738, 0.0329304
167, 0.321458, 0.000209848, 0.0331402
168, 0.320814, 0.000209969, 0.0333502
169, 0.320188, 0.000210099, 0.0335603
170, 0.319547, 0.000210216, 0.0337705
171, 0.318778, 0.000210246, 0.0339808
172, 0.318038, 0.000210292, 0.034191
173, 0.317325, 0.000210353, 0.0344014
174, 0.316636, 0.000210427, 0.0346118
175, 0.315969, 0.000210513, 0.0348223
176, 0.315324, 0.000210611, 0.0350329
177, 0.314698, 0.00021072, 0.0352437
178, 0.314091, 0.000210839, 0.0354545
179, 0.313501, 0.000210967, 0.0356655
180, 0.312889, 0.000211078, 0.0358766
181, 0.312159, 0.000211106, 0.0360877
182, 0.311456, 0.000211149, 0.0362988
183, 0.310778, 0.000211207, 0.03651
184, 0.310124, 0.000211279, 0.0367213
185, 0.309492, 0.000211363, 0.0369327
186, 0.30888, 0.000211458, 0.0371441
187, 0.308287, 0.000211565, 0.0373557
188, 0.307712, 0.000211681, 0.0375674
189, 0.307154, 0.000211807, 0.0377792
190, 0.306581, 0.00021192, 0.0379911
191, 0.305883, 0.000211944, 0.038203
192, 0.305213, 0.000211985, 0.038415
193, 0.304567, 0.00021204, 0.0386271
194, 0.303944, 0.000212109, 0.0388392
195, 0.303342, 0.00021219, 0.0390514
196, 0.302759, 0.000212282, 0.0392636
197, 0.302196, 0.000212386, 0.039476
198, 0.301649, 0.0002125, 0.0396885
199, 0.301119, 0.000212622, 0.0399011
200, 0.30059, 0.000212744, 0.0401139
201, 0.299922, 0.000212765, 0.0403267
202, 0.29928, 0.000212802, 0.0405395
203, 0.298662, 0.000212854, 0.0407523
204, 0.298066, 0.000212919, 0.0409652
205, 0.297491, 0.000212997, 0.0411782
206, 0.296934, 0.000213086, 0.0413913
207, 0.296396, 0.000213187, 0.0416045
208, 0.295875, 0.000213297, 0.0418178
209, 0.295369, 0.000213417, 0.0420312
210, 0.294878, 0.000213545, 0.0422448
211, 0.294248, 0.000213571, 0.0424583
212, 0.293632, 0.000213604, 0.0426719
213, 0.293038, 0.000213652, 0.0428856
214, 0.292466, 0.000213713, 0.0430993
215, 0.291915, 0.000213787, 0.0433131
216, 0.291382, 0.000213873, 0.043527
217, 0.290866, 0.000213969, 0.0437409
218, 0.290367, 0.000214076, 0.043955
219, 0.289883, 0.000214193, 0.0441692
220, 0.289414, 0.000214318, 0.0443835
221, 0.28884, 0.000214363, 0.0445979
222, 0.288245, 0.000214392, 0.0448123
223, 0.287674, 0.000214435, 0.0450267
224, 0.287123, 0.000214492, 0.0452412
225, 0.286592, 0.000214562, 0.0454558
226, 0.28608, 0.000214644, 0.0456704
